assessment_id,student_id,course_id,enrollment_date,completion_date,completion_status,score,time_spent_hours,quiz_attempts,certificate_issued,feedback_rating,last_activity_date
ASS0001045,STU00263,CRS0010,2023-08-03,,Not Started,84.0,13.7,2,False,4,2023-08-10
ASS0001046,STU00386,CRS0056,2022-02-13,2022-04-05,Completed,19.3,8.1,3,False,4,2022-05-01
ASS0001047,STU00429,CRS0029,2022-05-11,2022-07-16,Not Started,64.6,9.2,2,True,5,2022-07-16
ASS0001048,STU00148,CRS0064,2022-03-18,2022-03-22,Not Started,6.6,4.9,2,False,1,2022-05-04
ASS0001049,STU00143,CRS0051,2022-10-15,2022-11-28,Dropped,83.6,22.0,3,False,5,2022-12-16
ASS0001050,STU00198,CRS0097,2023-08-27,2023-11-23,In Progress,46.9,3.0,4,False,5,2023-11-01
ASS0001051,STU00316,CRS0081,2022-03-06,2022-04-10,Dropped,87.5,21.0,2,False,3,2022-04-05
ASS0001052,STU00290,CRS0025,2022-12-23,2023-01-17,Dropped,51.8,12.6,3,False,4,2023-03-18
ASS0001053,STU00338,CRS0025,2023-09-20,2023-10-08,Dropped,19.0,20.7,5,False,3,2023-10-16
ASS0001054,STU00409,CRS0060,2023-08-19,2023-09-04,Dropped,63.9,8.8,3,True,4,2023-10-05
ASS0001055,STU00126,CRS0051,2023-05-11,2023-07-23,Not Started,53.7,5.7,5,True,3,2023-05-26
ASS0001056,STU00495,CRS0049,2023-07-18,2023-07-19,Completed,18.9,54.2,4,False,5,2023-09-30
ASS0001057,STU00421,CRS0036,2023-06-08,2023-07-04,Dropped,5.1,20.4,4,False,1,2023-08-07
ASS0001058,STU00224,CRS0050,2022-11-17,,In Progress,12.3,40.4,1,True,1,2022-12-22
ASS0001059,STU00056,CRS0071,2023-07-03,2023-07-16,Not Started,20.5,44.6,5,True,1,2023-07-17
ASS0001060,STU00173,CRS0080,2022-10-11,2022-11-11,In Progress,22.0,35.2,3,False,3,2022-11-10
ASS0001061,STU00078,CRS0003,2023-07-21,2023-08-19,In Progress,80.6,43.8,2,False,5,2023-07-23
ASS0001062,STU00489,CRS0021,2022-04-04,2022-06-22,Dropped,81.0,1.8,2,False,2,2022-05-04
ASS0001063,STU00236,CRS0079,2022-06-19,2022-07-18,Dropped,10.7,12.1,3,False,5,2022-09-03
ASS0001064,STU00435,CRS0050,2023-04-02,2023-04-15,Completed,40.9,23.8,2,False,4,2023-06-19
ASS0001065,STU00385,CRS0049,2022-01-24,2022-02-28,In Progress,88.2,28.8,5,False,3,2022-01-26
ASS0001066,STU00256,CRS0065,2023-09-23,2023-11-19,In Progress,37.3,13.5,5,False,4,2023-10-14
ASS0001067,STU00404,CRS0052,2022-08-01,2022-09-16,Not Started,27.4,33.0,2,False,5,2022-09-30
ASS0001068,STU00492,CRS0004,2023-07-31,2023-10-29,Completed,45.2,21.7,4,False,3,2023-09-15
ASS0001069,STU00196,CRS0003,2023-05-18,2023-07-15,Not Started,8.9,13.9,2,False,3,2023-06-20
ASS0001070,STU00246,CRS0021,2022-06-22,2022-09-05,In Progress,84.6,10.8,3,True,2,2022-07-03
ASS0001071,STU00363,CRS0021,2022-04-05,2022-06-15,Completed,25.0,6.0,3,False,2,2022-05-12
ASS0001072,STU00073,CRS0056,2022-10-13,2022-11-06,In Progress,40.9,2.2,1,True,1,2022-12-31
ASS0001073,STU00027,CRS0074,2023-11-02,2023-11-25,Dropped,54.8,40.5,2,True,1,2023-11-27
ASS0001074,STU00309,CRS0092,2022-03-20,,Completed,26.9,15.8,5,True,4,2022-05-29
ASS0001075,STU00390,CRS0048,2022-07-03,,In Progress,24.6,0.9,2,False,5,2022-07-05
ASS0001076,STU00257,CRS0065,2022-02-28,2022-03-22,Completed,46.9,16.2,2,False,3,2022-05-12
ASS0001077,STU00401,CRS0036,2023-04-19,2023-05-12,Completed,71.3,8.0,5,True,1,2023-06-06
ASS0001078,STU00070,CRS0001,2022-10-22,2022-12-24,Not Started,55.0,37.9,5,False,5,2022-12-06
ASS0001079,STU00403,CRS0078,2023-08-15,2023-10-06,Dropped,52.3,15.8,5,False,2,2023-08-19
ASS0001080,STU00106,CRS0010,2023-09-07,2023-10-16,Completed,60.4,15.6,4,False,3,2023-09-10
ASS0001081,STU00162,CRS0063,2022-07-23,2022-08-20,Not Started,77.5,39.1,4,False,2,2022-10-14
ASS0001082,STU00407,CRS0039,2023-02-10,2023-02-13,In Progress,90.4,12.3,4,False,4,2023-03-29
ASS0001083,STU00452,CRS0027,2023-04-20,,Completed,24.5,6.8,1,False,3,2023-04-26
ASS0001084,STU00180,CRS0060,2023-01-31,2023-03-28,Completed,59.8,14.9,5,False,4,2023-02-05
ASS0001085,STU00479,CRS0062,2022-03-11,2022-04-05,Dropped,92.2,9.5,1,True,5,2022-04-14
ASS0001086,STU00031,CRS0004,2023-06-06,2023-08-12,Dropped,2.4,11.2,5,False,3,2023-08-24
ASS0001087,STU00168,CRS0037,2023-01-12,,Completed,88.4,16.0,4,False,1,2023-04-07
ASS0001088,STU00400,CRS0071,2023-08-03,2023-08-23,Not Started,33.0,35.9,3,True,2,2023-08-28
ASS0001089,STU00048,CRS0079,2023-01-29,2023-02-27,Completed,4.4,1.1,2,True,4,2023-04-11
ASS0001090,STU00100,CRS0054,2022-06-05,2022-08-17,Dropped,99.0,10.1,1,True,1,2022-07-08
ASS0001091,STU00373,CRS0062,2022-03-09,2022-03-31,Not Started,11.4,37.0,3,False,3,2022-05-08
ASS0001092,STU00490,CRS0034,2023-08-14,2023-09-26,Dropped,52.7,4.2,5,False,3,2023-10-29
ASS0001093,STU00399,CRS0032,2022-08-20,2022-10-15,Not Started,27.2,36.7,3,False,4,2022-08-26
ASS0001094,STU00488,CRS0076,2022-11-04,2022-12-07,Completed,82.4,14.7,2,True,4,2022-11-23
ASS0001095,STU00475,CRS0013,2023-07-10,2023-09-01,Not Started,41.9,9.6,1,True,2,2023-09-27
ASS0001096,STU00247,CRS0085,2022-03-09,2022-03-17,Not Started,40.6,26.2,4,False,1,2022-04-20
ASS0001097,STU00481,CRS0048,2022-05-02,2022-07-04,Not Started,92.8,19.7,2,False,4,2022-06-01
ASS0001098,STU00147,CRS0032,2023-09-18,2023-11-01,In Progress,59.8,23.3,1,True,1,2023-09-28
ASS0001099,STU00408,CRS0095,2022-01-09,,Not Started,49.3,2.8,2,True,1,2022-03-10
ASS0001100,STU00091,CRS0005,2022-05-17,2022-07-03,Dropped,66.6,5.7,2,False,3,2022-05-29
ASS0001101,STU00020,CRS0075,2022-03-26,2022-06-13,Completed,82.1,7.7,2,False,4,2022-04-08
ASS0001102,STU00137,CRS0076,2022-10-26,2023-01-02,Completed,83.2,7.8,1,False,5,2022-11-28
ASS0001103,STU00081,CRS0083,2023-06-12,,In Progress,68.9,1.6,3,False,2,2023-09-08
ASS0001104,STU00243,CRS0058,2023-01-03,2023-02-12,Dropped,65.3,46.5,4,True,3,2023-03-29
ASS0001105,STU00168,CRS0027,2022-09-04,2022-09-24,Completed,7.9,26.1,1,True,1,2022-10-31
ASS0001106,STU00065,CRS0020,2022-03-17,2022-04-29,Dropped,57.9,12.4,4,False,1,2022-06-07
ASS0001107,STU00343,CRS0086,2023-07-20,2023-08-28,In Progress,89.6,17.2,3,True,4,2023-08-13
ASS0001108,STU00177,CRS0009,2022-02-20,,Dropped,39.0,11.5,4,False,4,2022-05-21
ASS0001109,STU00442,CRS0042,2023-04-06,,Dropped,74.5,26.3,3,False,2,2023-04-06
ASS0001110,STU00446,CRS0022,2022-09-14,2022-11-16,Dropped,14.8,53.1,2,False,5,2022-11-16
ASS0001111,STU00491,CRS0036,2022-07-27,2022-09-19,Completed,77.1,29.9,3,False,3,2022-09-08
ASS0001112,STU00002,CRS0014,2023-05-10,2023-07-14,In Progress,21.1,3.0,5,False,5,2023-06-29
ASS0001113,STU00456,CRS0068,2023-08-28,2023-11-15,In Progress,43.5,22.8,1,False,5,2023-11-06
ASS0001114,STU00149,CRS0069,2023-04-13,,Dropped,1.8,35.6,1,False,4,2023-06-11
ASS0001115,STU00469,CRS0078,2023-08-09,2023-09-19,In Progress,44.9,11.8,1,True,5,2023-09-10
ASS0001116,STU00203,CRS0034,2022-01-05,2022-01-11,In Progress,95.2,3.0,4,True,4,2022-01-11
ASS0001117,STU00491,CRS0010,2022-10-08,2022-12-17,Not Started,1.6,32.2,3,False,1,2022-12-10
ASS0001118,STU00298,CRS0028,2023-07-01,2023-08-07,Completed,85.5,13.9,4,False,3,2023-07-23
ASS0001119,STU00280,CRS0084,2022-07-25,,Not Started,8.0,4.7,4,True,1,2022-08-10
ASS0001120,STU00477,CRS0096,2022-09-22,,Dropped,67.2,23.6,4,True,2,2022-11-07
ASS0001121,STU00050,CRS0098,2022-10-23,2023-01-01,Completed,7.6,2.1,1,True,2,2022-10-31
ASS0001122,STU00399,CRS0099,2022-10-04,2022-10-19,Not Started,33.8,6.8,5,False,5,2022-10-19
ASS0001123,STU00247,CRS0086,2023-09-22,2023-10-03,Dropped,78.9,9.5,4,True,5,2023-10-24
ASS0001124,STU00372,CRS0003,2023-09-28,2023-10-10,Completed,16.2,18.5,5,False,5,2023-10-22
ASS0001125,STU00246,CRS0097,2023-10-09,2023-11-22,Not Started,79.3,12.4,5,False,2,2023-10-30
ASS0001126,STU00098,CRS0080,2023-10-15,2023-12-30,Completed,97.6,43.3,4,False,4,2023-12-03
ASS0001127,STU00165,CRS0083,2023-01-13,,Completed,3.6,7.0,5,False,1,2023-04-08
ASS0001128,STU00479,CRS0048,2023-10-27,2023-10-28,Dropped,86.2,4.6,1,False,5,2024-01-06
ASS0001129,STU00393,CRS0015,2023-08-31,,Not Started,55.4,8.5,3,True,5,2023-09-04
ASS0001130,STU00403,CRS0082,2022-11-21,2023-01-29,Not Started,29.3,22.4,1,False,2,2023-02-18
ASS0001131,STU00133,CRS0049,2022-06-06,2022-07-29,Completed,97.5,21.4,4,False,3,2022-07-28
ASS0001132,STU00012,CRS0004,2022-10-19,2022-10-31,In Progress,93.1,16.5,1,False,1,2022-10-31
ASS0001133,STU00500,CRS0034,2022-12-08,2022-12-24,In Progress,57.6,3.7,1,True,1,2023-01-12
ASS0001134,STU00160,CRS0098,2023-07-18,2023-07-29,Dropped,90.6,7.4,1,False,1,2023-08-26
ASS0001135,STU00471,CRS0054,2022-04-06,2022-05-11,Completed,13.7,4.8,5,True,1,2022-06-06
ASS0001136,STU00022,CRS0061,2023-01-05,2023-01-19,Dropped,15.9,20.7,2,True,3,2023-01-26
ASS0001137,STU00095,CRS0084,2023-08-06,2023-08-20,Completed,47.0,5.2,2,True,5,2023-09-05
ASS0001138,STU00209,CRS0001,2023-11-29,2024-01-03,In Progress,49.3,12.8,4,True,5,2024-02-22
ASS0001139,STU00199,CRS0025,2023-06-25,2023-07-13,Not Started,97.4,12.6,5,False,3,2023-07-26
ASS0001140,STU00316,CRS0016,2023-03-07,2023-05-24,Not Started,0.1,4.8,5,True,3,2023-06-03
ASS0001141,STU00066,CRS0074,2022-07-08,2022-09-21,Completed,96.7,11.1,1,True,2,2022-07-13
ASS0001142,STU00375,CRS0010,2023-12-02,2023-12-30,Dropped,95.9,21.5,2,False,1,2024-02-29
ASS0001143,STU00008,CRS0053,2022-04-20,2022-06-17,In Progress,14.7,17.0,1,False,3,2022-06-11
ASS0001144,STU00194,CRS0085,2023-06-16,2023-08-12,In Progress,85.8,9.2,4,False,2,2023-09-09
ASS0001145,STU00440,CRS0085,2022-09-06,2022-10-12,Not Started,4.9,0.7,4,True,1,2022-09-13
ASS0001146,STU00384,CRS0059,2023-06-21,2023-08-13,Completed,88.1,8.3,3,True,4,2023-06-22
ASS0001147,STU00243,CRS0098,2023-06-27,,Not Started,34.8,7.3,4,True,3,2023-08-27
ASS0001148,STU00494,CRS0050,2022-10-04,,In Progress,43.8,7.5,2,False,4,2022-11-22
ASS0001149,STU00113,CRS0071,2023-06-06,2023-06-25,Completed,26.8,18.9,3,False,1,2023-07-10
ASS0001150,STU00442,CRS0085,2023-06-13,2023-08-04,Completed,6.3,57.5,1,True,3,2023-07-15
ASS0001151,STU00415,CRS0032,2023-11-16,2024-02-03,In Progress,62.8,38.1,1,True,1,2023-12-27
ASS0001152,STU00394,CRS0089,2023-07-22,2023-09-04,Completed,48.1,4.2,3,False,4,2023-08-23
ASS0001153,STU00357,CRS0035,2023-08-24,,Not Started,67.0,57.7,5,False,3,2023-09-05
ASS0001154,STU00195,CRS0061,2023-10-02,,In Progress,32.5,18.9,3,False,2,2023-12-09
ASS0001155,STU00171,CRS0064,2022-08-22,2022-11-02,Completed,69.0,5.8,2,True,4,2022-08-27
ASS0001156,STU00105,CRS0060,2023-02-27,2023-03-09,Completed,68.1,40.0,4,False,2,2023-03-27
ASS0001157,STU00378,CRS0028,2022-08-12,2022-08-17,Dropped,1.2,9.0,1,False,5,2022-10-08
ASS0001158,STU00458,CRS0027,2022-04-06,2022-05-07,Completed,9.4,11.4,5,False,2,2022-04-11
ASS0001159,STU00244,CRS0089,2022-10-11,2023-01-04,Completed,92.6,10.0,2,False,3,2022-10-23
ASS0001160,STU00046,CRS0065,2023-08-20,2023-11-02,Dropped,0.0,13.4,3,False,5,2023-11-17
ASS0001161,STU00085,CRS0004,2022-04-10,2022-06-23,Completed,66.7,5.6,2,True,1,2022-05-02
ASS0001162,STU00101,CRS0027,2022-07-22,,Not Started,6.1,20.1,5,True,1,2022-08-06
ASS0001163,STU00372,CRS0093,2022-07-29,2022-09-06,Not Started,15.4,4.3,2,False,4,2022-07-29
ASS0001164,STU00088,CRS0048,2022-02-05,2022-05-04,Not Started,10.9,37.6,2,True,2,2022-03-30
ASS0001165,STU00056,CRS0056,2022-08-23,2022-09-14,Dropped,71.4,8.0,5,False,5,2022-10-04
ASS0001166,STU00454,CRS0058,2022-06-11,2022-08-27,In Progress,95.4,24.5,5,False,3,2022-07-21
ASS0001167,STU00134,CRS0078,2022-08-08,2022-08-11,In Progress,40.6,14.6,5,False,1,2022-10-21
ASS0001168,STU00060,CRS0089,2022-05-10,2022-06-09,Completed,56.0,8.2,5,False,2,2022-05-16
ASS0001169,STU00266,CRS0024,2023-07-06,2023-07-23,In Progress,90.8,21.6,5,False,1,2023-08-05
ASS0001170,STU00276,CRS0071,2022-03-27,2022-06-04,Completed,26.0,16.9,2,True,1,2022-05-20
ASS0001171,STU00252,CRS0027,2022-05-24,2022-06-22,Completed,51.8,27.7,1,False,5,2022-06-03
ASS0001172,STU00378,CRS0098,2022-11-26,2023-02-22,Dropped,99.3,4.0,1,True,1,2023-02-19
ASS0001173,STU00354,CRS0004,2022-02-01,,In Progress,75.8,21.9,5,True,1,2022-04-30
ASS0001174,STU00098,CRS0062,2022-04-11,2022-06-19,Dropped,5.7,34.9,5,True,2,2022-05-26
ASS0001175,STU00161,CRS0049,2023-11-20,,Dropped,75.3,15.5,1,False,2,2024-02-04
ASS0001176,STU00343,CRS0074,2023-07-07,2023-09-08,Completed,15.1,35.5,3,False,5,2023-07-12
ASS0001177,STU00161,CRS0049,2023-04-26,,Not Started,46.7,3.0,1,True,3,2023-05-27
ASS0001178,STU00194,CRS0045,2023-10-14,2023-11-30,Dropped,53.0,5.6,5,True,2,2023-12-05
ASS0001179,STU00077,CRS0035,2023-06-08,2023-07-20,Dropped,66.1,22.3,2,False,4,2023-06-13
ASS0001180,STU00283,CRS0092,2022-02-10,2022-02-17,Not Started,20.8,8.5,5,False,4,2022-04-30
ASS0001181,STU00182,CRS0003,2023-10-02,2023-12-09,In Progress,12.6,3.7,1,True,4,2023-11-03
ASS0001182,STU00428,CRS0068,2022-05-08,2022-07-15,Completed,26.2,17.7,2,False,4,2022-07-10
ASS0001183,STU00451,CRS0032,2023-06-13,,In Progress,52.8,3.0,3,True,2,2023-09-07
ASS0001184,STU00034,CRS0019,2023-02-14,2023-03-24,In Progress,52.2,17.6,3,False,3,2023-03-06
ASS0001185,STU00011,CRS0032,2023-03-06,2023-03-23,Dropped,72.2,33.0,4,True,1,2023-04-14
ASS0001186,STU00492,CRS0100,2022-09-15,,Completed,82.2,8.5,4,True,3,2022-11-01
ASS0001187,STU00388,CRS0038,2022-02-13,,In Progress,72.1,14.0,5,False,2,2022-03-22
ASS0001188,STU00099,CRS0094,2022-01-24,2022-03-26,Not Started,30.8,16.7,3,False,5,2022-04-01
ASS0001189,STU00259,CRS0003,2022-08-20,2022-10-07,In Progress,55.6,26.8,2,False,3,2022-09-06
ASS0001190,STU00239,CRS0079,2022-03-05,2022-04-18,Completed,29.0,31.5,3,True,2,2022-04-01
ASS0001191,STU00107,CRS0098,2022-12-30,,Dropped,58.7,9.8,1,False,2,2023-01-17
ASS0001192,STU00413,CRS0014,2022-04-03,,Not Started,52.6,5.9,1,False,1,2022-06-19
ASS0001193,STU00500,CRS0026,2022-09-04,2022-11-24,In Progress,49.3,6.8,3,True,1,2022-10-26
ASS0001194,STU00438,CRS0005,2022-03-20,2022-06-07,Not Started,75.8,20.0,4,True,4,2022-05-23
ASS0001195,STU00440,CRS0053,2023-07-20,2023-09-26,Completed,1.1,5.2,1,True,5,2023-08-02
ASS0001196,STU00172,CRS0100,2023-03-01,,In Progress,83.8,14.9,1,True,4,2023-04-12
ASS0001197,STU00242,CRS0082,2023-05-25,2023-07-01,Completed,96.0,23.7,1,False,2,2023-07-14
ASS0001198,STU00189,CRS0079,2022-12-21,,Completed,7.6,29.8,1,False,5,2023-01-26
ASS0001199,STU00056,CRS0070,2022-10-27,2022-12-17,Not Started,34.3,1.0,2,False,2,2022-11-17
ASS0001200,STU00418,CRS0093,2022-06-11,2022-08-28,In Progress,7.4,27.4,3,False,4,2022-06-20
ASS0001201,STU00048,CRS0033,2022-02-07,2022-03-17,In Progress,52.0,19.8,1,False,1,2022-03-22
ASS0001202,STU00122,CRS0064,2023-02-09,2023-02-15,Completed,11.7,7.1,1,True,2,2023-02-16
ASS0001203,STU00267,CRS0027,2023-01-05,2023-03-24,Completed,81.8,33.7,4,True,4,2023-01-14
ASS0001204,STU00165,CRS0096,2022-08-06,,In Progress,76.8,14.6,3,False,1,2022-09-30
ASS0001205,STU00261,CRS0071,2022-07-07,2022-07-21,Not Started,62.6,24.5,5,False,2,2022-09-24
ASS0001206,STU00108,CRS0068,2022-09-28,2022-10-04,Completed,24.2,21.6,1,False,4,2022-10-22
ASS0001207,STU00176,CRS0039,2022-09-01,2022-11-26,In Progress,40.7,10.4,3,False,1,2022-09-07
ASS0001208,STU00053,CRS0086,2023-01-15,2023-04-14,Completed,60.6,1.7,3,False,5,2023-04-15
ASS0001209,STU00034,CRS0038,2022-10-20,2022-10-23,Not Started,99.2,21.8,2,False,5,2023-01-18
ASS0001210,STU00294,CRS0080,2023-10-03,2023-12-22,Not Started,87.0,38.3,5,False,5,2023-12-18
ASS0001211,STU00382,CRS0094,2023-11-24,2024-01-22,Completed,88.9,6.6,5,False,5,2024-01-12
ASS0001212,STU00327,CRS0073,2022-09-12,,Completed,29.4,38.0,3,False,5,2022-10-06
ASS0001213,STU00489,CRS0023,2022-07-14,,In Progress,29.4,7.1,4,False,5,2022-09-23
ASS0001214,STU00492,CRS0008,2023-02-22,2023-02-25,Not Started,15.5,36.0,4,False,1,2023-05-15
ASS0001215,STU00227,CRS0023,2022-08-10,2022-09-09,In Progress,32.6,31.3,3,False,2,2022-10-15
ASS0001216,STU00071,CRS0085,2023-07-29,2023-09-04,Completed,89.7,57.6,1,True,5,2023-10-15
ASS0001217,STU00223,CRS0044,2022-01-31,2022-02-19,Not Started,59.1,19.3,2,False,3,2022-02-11
ASS0001218,STU00402,CRS0071,2023-01-27,2023-03-13,Not Started,63.0,46.2,2,True,5,2023-03-29
ASS0001219,STU00415,CRS0055,2022-04-11,2022-07-08,In Progress,76.6,28.3,3,False,3,2022-04-26
ASS0001220,STU00129,CRS0025,2022-10-01,2022-10-21,In Progress,58.8,23.3,5,False,1,2022-10-04
ASS0001221,STU00427,CRS0022,2023-05-05,2023-05-06,Completed,66.8,31.1,5,False,4,2023-05-13
ASS0001222,STU00029,CRS0015,2023-02-01,2023-02-11,Completed,66.8,12.3,3,True,1,2023-02-09
ASS0001223,STU00193,CRS0068,2022-02-27,2022-04-04,Completed,29.3,14.8,3,True,4,2022-04-20
ASS0001224,STU00397,CRS0023,2023-10-07,2023-12-21,Not Started,64.2,29.7,1,False,3,2023-11-04
ASS0001225,STU00327,CRS0036,2022-10-04,,Not Started,44.1,28.3,4,True,1,2022-11-30
ASS0001226,STU00454,CRS0018,2023-02-17,2023-04-11,In Progress,59.6,13.8,5,True,4,2023-05-08
ASS0001227,STU00423,CRS0061,2023-01-29,2023-02-19,Completed,76.9,6.2,4,False,5,2023-03-03
ASS0001228,STU00035,CRS0025,2022-07-23,2022-08-22,Completed,93.7,28.6,3,False,2,2022-08-17
ASS0001229,STU00177,CRS0052,2022-04-22,2022-05-03,Not Started,1.1,39.2,2,False,1,2022-05-02
ASS0001230,STU00309,CRS0021,2022-01-01,2022-01-30,Not Started,23.8,5.9,3,True,4,2022-03-05
ASS0001231,STU00280,CRS0074,2022-12-20,2023-01-14,In Progress,44.7,38.4,5,False,3,2023-01-22
ASS0001232,STU00304,CRS0007,2022-06-22,2022-08-03,Completed,14.1,20.5,5,True,1,2022-08-16
ASS0001233,STU00142,CRS0037,2022-02-24,2022-03-23,Dropped,83.2,8.7,5,True,2,2022-04-24
ASS0001234,STU00380,CRS0064,2023-11-15,2023-12-09,Completed,1.4,8.8,1,False,5,2024-01-22
ASS0001235,STU00424,CRS0024,2022-04-15,2022-05-19,Not Started,17.2,23.2,4,False,5,2022-06-10
ASS0001236,STU00120,CRS0098,2023-03-13,2023-04-12,In Progress,87.7,9.4,2,False,3,2023-05-04
ASS0001237,STU00015,CRS0044,2022-08-23,2022-10-20,Completed,49.3,37.4,5,False,4,2022-10-13
ASS0001238,STU00349,CRS0016,2023-04-10,2023-04-18,Not Started,86.1,19.1,4,False,2,2023-04-11
ASS0001239,STU00187,CRS0098,2022-01-03,2022-01-22,Completed,65.9,2.3,2,False,3,2022-02-13
ASS0001240,STU00346,CRS0021,2022-03-30,2022-06-25,Dropped,1.5,4.0,4,True,3,2022-05-20
ASS0001241,STU00292,CRS0020,2022-03-16,2022-04-08,Completed,98.2,2.8,5,False,4,2022-05-31
ASS0001242,STU00489,CRS0006,2023-07-25,2023-10-21,Dropped,23.5,13.9,5,False,5,2023-07-27
ASS0001243,STU00488,CRS0021,2022-05-10,2022-05-15,Dropped,79.8,10.5,2,False,5,2022-07-04
ASS0001244,STU00500,CRS0093,2023-09-05,2023-10-08,Dropped,64.8,18.2,5,False,5,2023-11-09
ASS0001245,STU00284,CRS0081,2022-03-09,2022-04-15,Dropped,45.2,19.3,4,True,4,2022-03-20
ASS0001246,STU00183,CRS0023,2022-08-29,2022-10-20,Not Started,39.0,9.6,2,True,5,2022-10-25
ASS0001247,STU00141,CRS0049,2022-03-21,2022-03-30,Not Started,49.5,31.1,4,False,2,2022-06-08
ASS0001248,STU00295,CRS0056,2023-06-02,2023-06-22,In Progress,32.0,6.6,4,False,1,2023-08-23
ASS0001249,STU00273,CRS0041,2023-11-29,2024-01-20,In Progress,68.2,18.3,3,True,3,2023-12-02
ASS0001250,STU00340,CRS0047,2023-02-04,2023-04-25,Dropped,68.6,28.7,1,False,1,2023-02-25
ASS0001251,STU00144,CRS0070,2022-06-30,2022-08-13,Dropped,26.8,4.1,5,False,4,2022-09-13
ASS0001252,STU00202,CRS0026,2022-05-24,2022-08-11,Dropped,18.6,12.0,2,False,5,2022-08-05
ASS0001253,STU00434,CRS0035,2023-02-05,2023-03-06,In Progress,54.6,54.1,5,True,3,2023-03-28
ASS0001254,STU00085,CRS0034,2022-03-23,2022-05-04,In Progress,53.3,2.4,4,True,3,2022-05-11
ASS0001255,STU00086,CRS0074,2022-06-25,2022-09-09,In Progress,86.8,9.9,5,False,3,2022-07-08
ASS0001256,STU00115,CRS0065,2022-04-19,2022-06-09,Dropped,36.6,18.1,4,False,3,2022-06-07
ASS0001257,STU00487,CRS0072,2022-11-29,,Dropped,75.6,14.8,3,False,2,2022-11-29
ASS0001258,STU00100,CRS0040,2023-10-06,2024-01-01,Completed,92.6,6.0,4,False,4,2023-10-27
ASS0001259,STU00025,CRS0026,2023-06-19,2023-08-01,In Progress,26.9,2.3,3,True,4,2023-07-28
ASS0001260,STU00046,CRS0042,2022-10-28,2022-12-09,Dropped,20.2,8.4,2,False,5,2022-11-24
ASS0001261,STU00419,CRS0054,2023-05-03,2023-07-10,Completed,23.8,19.9,3,True,1,2023-07-21
ASS0001262,STU00137,CRS0020,2023-10-21,2023-11-27,Completed,3.5,6.3,4,False,5,2023-12-27
ASS0001263,STU00486,CRS0016,2023-08-29,2023-11-09,Completed,60.5,31.8,4,True,3,2023-10-14
ASS0001264,STU00067,CRS0031,2023-06-11,2023-07-26,Not Started,16.3,6.6,3,False,4,2023-08-03
ASS0001265,STU00030,CRS0042,2023-08-21,2023-10-18,Not Started,28.0,32.0,2,False,3,2023-10-25
ASS0001266,STU00173,CRS0095,2023-11-17,2024-02-06,Dropped,73.3,10.8,3,False,5,2023-12-23
ASS0001267,STU00092,CRS0065,2022-05-12,2022-07-30,Completed,96.8,15.5,4,False,1,2022-05-29
ASS0001268,STU00478,CRS0001,2022-02-10,,Dropped,37.3,12.3,2,True,2,2022-02-26
ASS0001269,STU00330,CRS0015,2022-11-30,2022-12-09,In Progress,0.6,5.4,1,False,2,2023-02-19
ASS0001270,STU00325,CRS0055,2023-07-23,2023-10-19,Completed,28.4,10.3,5,False,5,2023-09-10
ASS0001271,STU00198,CRS0076,2023-09-27,2023-11-29,In Progress,50.0,22.2,2,False,4,2023-12-17
ASS0001272,STU00404,CRS0057,2022-10-27,2022-11-16,Completed,13.0,47.5,2,False,3,2022-11-22
ASS0001273,STU00487,CRS0009,2023-06-23,2023-07-16,Completed,73.7,3.1,1,True,2,2023-09-08
ASS0001274,STU00074,CRS0083,2022-01-08,2022-03-29,Completed,5.9,26.0,1,False,2,2022-03-02
ASS0001275,STU00135,CRS0063,2022-06-13,2022-08-23,Not Started,34.5,27.9,4,False,5,2022-09-11
ASS0001276,STU00045,CRS0086,2023-04-12,,In Progress,90.0,12.7,3,False,3,2023-06-22
ASS0001277,STU00322,CRS0035,2023-05-11,,In Progress,86.3,56.6,3,True,5,2023-05-22
ASS0001278,STU00262,CRS0100,2023-11-17,2024-01-05,In Progress,73.0,11.3,5,True,4,2023-12-02
ASS0001279,STU00331,CRS0061,2022-06-29,,In Progress,19.8,17.4,2,False,5,2022-07-22
ASS0001280,STU00490,CRS0004,2022-11-30,,In Progress,57.7,15.5,5,True,4,2022-12-21
ASS0001281,STU00490,CRS0013,2023-03-14,2023-06-07,Completed,64.0,7.0,5,True,2,2023-04-04
ASS0001282,STU00167,CRS0084,2023-01-08,2023-02-09,In Progress,32.0,6.6,3,False,1,2023-03-11
ASS0001283,STU00372,CRS0083,2023-04-20,2023-06-23,In Progress,16.2,14.1,2,True,5,2023-06-01
ASS0001284,STU00134,CRS0033,2023-08-15,2023-10-18,Completed,18.0,21.7,5,False,1,2023-09-07
ASS0001285,STU00293,CRS0023,2023-03-27,,Completed,33.1,31.5,5,False,5,2023-05-29
ASS0001286,STU00369,CRS0015,2022-08-08,2022-09-19,In Progress,58.0,8.6,5,True,2,2022-08-27
ASS0001287,STU00015,CRS0087,2022-04-11,,Dropped,39.7,7.2,1,False,2,2022-05-03
ASS0001288,STU00020,CRS0006,2022-09-29,2022-12-01,Not Started,51.9,11.4,5,False,3,2022-12-25
ASS0001289,STU00108,CRS0089,2023-01-17,2023-03-04,In Progress,23.7,10.9,1,True,2,2023-01-19
